Number of Rows (Aggregated),CGM_Client,Ad set name,Ad name,Month,Year,Platform,Placement,Device platform,Reach,Impressions,Cost per result,Amount spent (USD),CPC (cost per link click),Link clicks,Clicks (all),CPC (all),"CPM (cost per 1,000 impressions)",CTR (all),Frequency
6,CGM_WELLSTART,"Lookalike (US, 8%) - PageView (6.04) l  Mid form Pixel",CGM Video Ad- Senior,8,2020,instagram,feed,mobile_app,312,312,,14.28,8.84,8,8,8.84,262.1,17.05,6
6,CGM_WELLSTART,"Lookalike (US, 8%) - PageView (6.04) l  Mid form Pixel",CGM Video Ad- Senior,8,2020,facebook,video_feeds,mobile_app,1065,1070,1.01,14.3,4.85,9,12,3.92,97.5,7,6.02
6,CGM_WELLSTART,"Lookalike (US, 8%) - PageView (6.04) l  Mid form Pixel",CGM Video Ad- Senior,8,2020,audience_network,an_classic,mobile_app,330,388,,9.73,5.98,2,2,5.98,137.34,2.17,7.03
6,CGM_WELLSTART,"Lookalike (US, 8%) - PageView (6.04) l  Mid form Pixel",CGM Video Ad- Senior,8,2020,facebook,marketplace,mobile_app,51,53,,0.89,,,0,,98,0,6.18
6,CGM_WELLSTART,"Lookalike (US, 8%) - PageView (6.04) l  Mid form Pixel",CGM Video Ad- Senior,8,2020,instagram,instagram_explore,mobile_app,35,35,,0.31,,,0,,58.67,0,6
7,CGM_WELLSTART,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,8,2020,audience_network,an_classic,mobile_app,1164,1670,32.41,44.26,7.45,33,33,7.45,199.11,16.24,9.63
7,CGM_WELLSTART,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,8,2020,facebook,instream_video,mobile_app,165,166,,6.31,0.54,1,1,0.54,269.29,6.67,7.02
7,CGM_WELLSTART,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,8,2020,audience_network,rewarded_video,mobile_app,382,516,,25.74,16.18,10,10,16.18,472.34,12.94,9.07
7,CGM_WELLSTART,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,8,2020,facebook,instant_article,mobile_app,77,96,,3.95,0.43,1,2,0.46,254.06,24.36,8.91
7,CGM_WELLSTART,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,8,2020,instagram,feed,mobile_app,657,659,10.46,38.22,17.69,16,17,16.1,421.12,23.45,7.02
7,CGM_WELLSTART,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,8,2020,instagram,instagram_explore,mobile_app,24,24,,0.71,,,0,,134.86,0,7
7,CGM_WELLSTART,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,8,2020,facebook,feed,mobile_web,114,127,,8.84,2.75,3,5,4.44,483.85,27.34,7.96
7,CGM_WELLSTART,"Lookalike (US, 3%) - PageView (6.04) l  Mid form Pixel",CGM Video Ad- Senior,8,2020,audience_network,rewarded_video,mobile_app,280,326,3.03,14.31,6.14,12,12,6.14,364.26,38.76,7.91
7,CGM_WELLSTART,"Lookalike (US, 3%) - PageView (6.04) l  Mid form Pixel",CGM Video Ad- Senior,8,2020,facebook,feed,desktop,886,907,3.47,34.94,11.42,10,19,12.86,336.09,12.8,7.17
7,CGM_WELLSTART,"Lookalike (US, 3%) - PageView (6.04) l  Mid form Pixel",CGM Video Ad- Senior,8,2020,facebook,feed,mobile_app,713,728,5.78,26.62,8.37,14,23,8.58,233.61,27.75,7.14
7,CGM_WELLSTART,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,8,2020,facebook,marketplace,mobile_app,133,147,0.99,4.65,1.97,2,2,1.97,222.68,6.9,7.84
7,CGM_WELLSTART,"Lookalike (US, 3%) - PageView (6.04) l  Mid form Pixel",CGM Video Ad- Senior,8,2020,audience_network,an_classic,mobile_app,493,602,,12.15,2.24,8,8,2.24,144.01,14.03,8.86
7,CGM_WELLSTART,"Lookalike (US, 3%) - PageView (6.04) l  Mid form Pixel",CGM Video Ad- Senior,8,2020,instagram,feed,mobile_app,179,179,,9.94,6.84,6,6,6.84,420.26,25.76,7
7,CGM_WELLSTART,"Lookalike (US, 3%) - PageView (6.04) l  Mid form Pixel",CGM Video Ad- Senior,8,2020,facebook,marketplace,mobile_app,51,53,,0.98,,,0,,143.93,0,7.25
7,CGM_WELLSTART,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,8,2020,facebook,feed,desktop,2302,2512,80.52666667,162.56,18.05,61,74,14.66,436.98,21.32,7.67
7,CGM_WELLSTART,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,8,2020,instagram,instagram_stories,mobile_app,55,55,,2.25,0.67,3,3,0.67,327.06,24.44,7
7,CGM_WELLSTART,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,8,2020,facebook,video_feeds,mobile_app,1310,1346,10.36,34.95,10.63,16,31,9.88,178.2,16.73,7.2
7,CGM_WELLSTART,"Lookalike (US, 3%) - PageView (6.04) l  Mid form Pixel",CGM Video Ad- Senior,8,2020,facebook,video_feeds,mobile_app,381,383,,5.73,4.82,5,7,2.87,110.78,13.62,7.03
8,CGM_WELLSTART,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,8,2020,facebook,feed,mobile_app,4831,5355,88.75933333,292.03,15.34,141,214,9.84,385.62,29.34,7.74
1,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,6,2021,facebook,search,desktop,1,1,,0.01,,,0,,10,0,1
6,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,6,2021,messenger,messenger_stories,mobile_app,11,11,,1.58,0.74,2,4,0.6,825.02,200,6
8,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,6,2021,facebook,instream_video,desktop,16,17,,0.89,,,0,,421.69,0,8.2
8,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,6,2021,audience_network,an_classic,desktop,25,30,,0.71,,,0,,164.3,0,10.17
10,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,6,2021,instagram,instagram_stories,mobile_app,65,65,,4.84,2.02,5,5,2.02,748.44,67.63,10
10,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,6,2021,instagram,instagram_explore,mobile_app,35,35,,1.21,,,0,,433.13,0,10
11,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,6,2021,audience_network,rewarded_video,desktop,109,187,,5.21,,,0,,245.13,0,18.34
12,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,6,2021,facebook,instant_article,mobile_app,44,46,,2.57,0.4,3,3,0.4,685.68,122.22,12.25
13,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,6,2021,facebook,facebook_stories,mobile_app,290,294,,23.47,9.17,7,7,9.17,858.81,18.15,13.14
15,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,6,2021,facebook,feed,mobile_web,474,517,,45.98,27.17,11,35,17.85,1350.39,114.66,15.92
15,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,6,2021,facebook,marketplace,desktop,41,46,,0.65,,,0,,221.13,0,16.67
17,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,6,2021,facebook,instream_video,mobile_app,193,200,,16.79,10.8,9,9,10.8,1123.02,40.92,17.5
17,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,6,2021,unknown,unknown,unknown,0,0,,0,,,0,,,,0
19,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,6,2021,audience_network,rewarded_video,mobile_app,1355,1876,,90.19,34.73,34,34,34.73,1147.47,61.02,25.54
19,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,6,2021,audience_network,an_classic,mobile_app,3062,4699,,208.28,26.7,86,84,27.43,629.85,18.35,27.21
19,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,6,2021,instagram,feed,mobile_app,1521,1543,,92.82,54.83,26,33,38.37,1109.06,82.62,19.21
19,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,6,2021,facebook,marketplace,mobile_app,126,140,,10.29,1.1,1,2,1.63,1110.32,14.55,20.46
20,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,6,2021,facebook,video_feeds,mobile_app,1038,1091,,55.33,31.44,27,43,21.74,1172.42,88.07,21.12
20,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,6,2021,facebook,feed,mobile_app,11587,12988,,1105.51,33.67,376,592,36.78,1770.07,100.52,22.06
20,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,6,2021,facebook,feed,desktop,3059,3303,,237.84,96.01,32,59,48.96,1200.26,25.7,20.92
8,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,7,2021,messenger,messenger_stories,mobile_app,10,11,,1.25,0.23,1,1,0.23,1062.51,100,8.33
22,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,7,2021,facebook,instream_video,desktop,72,75,,2.44,0.38,1,1,0.38,657.93,16.67,22.83
24,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,7,2021,instagram,instagram_explore,mobile_app,77,77,,1.55,,,0,,391.67,0,24
25,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,7,2021,audience_network,an_classic,desktop,111,162,,3.35,,,0,,607.04,0,38.56
30,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,7,2021,facebook,facebook_stories,mobile_app,672,678,,47.99,12.92,21,22,12.77,1817.27,77.93,30.22
30,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,7,2021,facebook,instant_article,mobile_app,74,85,,4.03,0.11,3,7,1.93,1275,141.67,34.16
32,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,7,2021,audience_network,rewarded_video,desktop,222,365,,7.31,2.71,4,4,2.71,560.95,21.04,48.22
32,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,7,2021,instagram,instagram_stories,mobile_app,205,206,,15.34,3.72,5,6,3.49,2674.16,90.34,32.07
32,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,7,2021,facebook,marketplace,desktop,109,119,,1.55,0.02,1,1,0.02,411.45,20,35
33,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,7,2021,facebook,feed,mobile_web,782,855,,58.09,28.58,11,29,23.39,2565.15,163.97,36.22
35,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,7,2021,unknown,unknown,unknown,0,0,,0,,,0,,,,0
35,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,7,2021,audience_network,rewarded_video,mobile_app,2006,2722,,121.73,38.56,43,43,38.56,1436.61,46.57,50.4
37,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,7,2021,facebook,marketplace,mobile_app,456,524,,28.03,11.84,11,13,13.26,1989.71,47.71,40.88
38,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,7,2021,audience_network,an_classic,mobile_app,4988,7638,,281.61,58.25,137,136,58.38,1380.43,120.38,59.53
38,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,7,2021,instagram,feed,mobile_app,3259,3286,,150.71,74.27,54,55,74.87,1742.78,86.92,38.18
38,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,7,2021,facebook,feed,mobile_app,27702,31036,,2222.02,108.04,750,1099,76.66,2909.94,142.5,41.53
38,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,7,2021,facebook,feed,desktop,5505,5959,,357.24,120.15,69,101,85.3,2648.99,65.25,40.19
38,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,7,2021,facebook,video_feeds,mobile_app,3353,3505,,142.98,62.47,58,103,41.36,1530.22,120,39.36
38,CGM_YOUR_MEDICAL_SUPPLY,Dexcom l | Mid form Pixel,CGM Video Ad- Senior,7,2021,facebook,instream_video,mobile_app,589,615,,33.23,17.5,17,18,17.32,1954.13,150.1,38.9
9,FLATLAND RxtoMe,Medtronic | Short Lander | CGM Product,CGM image to Lady,3,2020,instagram,feed,mobile_app,294,301,,10.86,3.49,3,4,3.02,288.9,5.22,9.24
9,FLATLAND RxtoMe,Medtronic | Short Lander | CGM Product,CGM image to Lady,3,2020,facebook,feed,mobile_web,210,224,,10.74,4.85,2,4,4.64,539.85,8.99,9.6
9,FLATLAND RxtoMe,"ADA, Glucose Buddy, Insulin Index, Medtronic | Short Lander | CGM Product",CGM image to Lady,3,2020,facebook,feed,mobile_app,2662,2771,,72.82,10.49,59,115,6.8,266.55,37.76,9.26
9,FLATLAND RxtoMe,"ADA, Glucose Buddy, Insulin Index, Medtronic | Short Lander | CGM Product",CGM image to Lady,3,2020,facebook,feed,mobile_web,307,317,,7.98,2.62,8,13,4.3,241.08,38.25,9.22
9,FLATLAND RxtoMe,Medtronic | Short Lander | CGM Product,CGM image to Lady,3,2020,facebook,feed,mobile_app,3073,3267,80.51333333,193.81,30.34,80,132,16.05,492.05,35.41,9.36
